frame,timestamp_ms,tablet_corner_1_x,tablet_corner_1_y,tablet_corner_2_x,tablet_corner_2_y,tablet_corner_3_x,tablet_corner_3_y,tablet_corner_4_x,tablet_corner_4_y,red1_corner_1_x,red1_corner_1_y,red1_corner_2_x,red1_corner_2_y,red1_corner_3_x,red1_corner_3_y,red1_corner_4_x,red1_corner_4_y,red2_corner_1_x,red2_corner_1_y,red2_corner_2_x,red2_corner_2_y,red2_corner_3_x,red2_corner_3_y,red2_corner_4_x,red2_corner_4_y,yellow1_corner_1_x,yellow1_corner_1_y,yellow1_corner_2_x,yellow1_corner_2_y,yellow1_corner_3_x,yellow1_corner_3_y,yellow1_corner_4_x,yellow1_corner_4_y,yellow2_corner_1_x,yellow2_corner_1_y,yellow2_corner_2_x,yellow2_corner_2_y,yellow2_corner_3_x,yellow2_corner_3_y,yellow2_corner_4_x,yellow2_corner_4_y,blue1_corner_1_x,blue1_corner_1_y,blue1_corner_2_x,blue1_corner_2_y,blue1_corner_3_x,blue1_corner_3_y,blue1_corner_4_x,blue1_corner_4_y,green1_corner_1_x,green1_corner_1_y,green1_corner_2_x,green1_corner_2_y,green1_corner_3_x,green1_corner_3_y,green1_corner_4_x,green1_corner_4_y,green2_corner_1_x,green2_corner_1_y,green2_corner_2_x,green2_corner_2_y,green2_corner_3_x,green2_corner_3_y,green2_corner_4_x,green2_corner_4_y,blue2_corner_1_x,blue2_corner_1_y,blue2_corner_2_x,blue2_corner_2_y,blue2_corner_3_x,blue2_corner_3_y,blue2_corner_4_x,blue2_corner_4_y
55,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2280.0000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2760.0000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2800.0000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2960.0,1484.0,377.0,840.0,249.0,914.0,-124.0,1558.0,3.0,730.0,641.0,517.0,537.0,571.0,429.0,783.0,533.0,566.0,1081.0,241.0,1081.0,241.0,1037.0,566.0,1037.0,1025.0,741.0,1001.0,487.0,1132.0,475.0,1156.0,729.0,763.0,782.0,658.0,771.0,673.0,622.0,779.0,633.0,1921.0,254.0,1860.0,254.0,1860.0,177.0,1921.0,177.0,902.0,754.0,883.0,498.0,1019.0,488.0,1037.0,745.0,841.0,919.0,715.0,868.0,748.0,787.0,874.0,838.0,,,,,,,,
75,3000.0,1486.0,377.0,840.0,253.0,913.0,-121.0,1558.0,3.0,731.0,642.0,517.0,537.0,570.0,428.0,784.0,533.0,561.0,1081.0,228.0,1081.0,228.0,1037.0,561.0,1037.0,1025.0,742.0,1001.0,487.0,1132.0,475.0,1156.0,730.0,765.0,780.0,660.0,772.0,673.0,623.0,778.0,632.0,1921.0,239.0,1874.0,239.0,1874.0,178.0,1921.0,178.0,903.0,755.0,883.0,498.0,1018.0,488.0,1038.0,744.0,813.0,934.0,715.0,860.0,771.0,787.0,869.0,861.0,,,,,,,,
76,3040.0,1485.0,380.0,840.0,254.0,914.0,-122.0,1559.0,3.0,734.0,641.0,515.0,543.0,564.0,433.0,783.0,531.0,558.0,1081.0,233.0,1081.0,233.0,1035.0,558.0,1035.0,1026.0,741.0,1001.0,487.0,1132.0,474.0,1157.0,729.0,725.0,784.0,624.0,730.0,691.0,608.0,791.0,662.0,1921.0,239.0,1872.0,239.0,1872.0,177.0,1921.0,177.0,902.0,752.0,887.0,496.0,1021.0,488.0,1037.0,744.0,809.0,935.0,714.0,860.0,774.0,785.0,869.0,860.0,,,,,,,,
77,3080.0,1485.0,380.0,840.0,252.0,915.0,-124.0,1560.0,3.0,729.0,641.0,518.0,535.0,573.0,425.0,784.0,531.0,561.0,1081.0,233.0,1081.0,233.0,1034.0,561.0,1034.0,1026.0,741.0,1001.0,487.0,1132.0,474.0,1157.0,728.0,726.0,783.0,625.0,728.0,690.0,608.0,791.0,662.0,1921.0,239.0,1874.0,239.0,1874.0,177.0,1921.0,177.0,903.0,752.0,887.0,496.0,1023.0,487.0,1039.0,743.0,821.0,921.0,733.0,854.0,779.0,792.0,868.0,859.0,,,,,,,,
78,3120.0,1485.0,380.0,841.0,252.0,916.0,-124.0,1560.0,3.0,731.0,639.0,518.0,535.0,572.0,426.0,784.0,530.0,562.0,1081.0,228.0,1081.0,228.0,1034.0,562.0,1034.0,1027.0,741.0,1001.0,486.0,1131.0,473.0,1157.0,727.0,725.0,783.0,624.0,728.0,691.0,606.0,792.0,661.0,1921.0,239.0,1874.0,239.0,1874.0,177.0,1921.0,177.0,903.0,751.0,887.0,495.0,1023.0,487.0,1039.0,743.0,860.0,892.0,726.0,892.0,726.0,802.0,860.0,802.0,,,,,,,,
79,3160.0,1485.0,380.0,841.0,252.0,916.0,-124.0,1560.0,3.0,739.0,638.0,512.0,551.0,555.0,439.0,782.0,525.0,562.0,1081.0,224.0,1081.0,224.0,1034.0,562.0,1034.0,1027.0,740.0,1003.0,486.0,1132.0,473.0,1156.0,727.0,726.0,783.0,607.0,716.0,674.0,596.0,793.0,662.0,1921.0,239.0,1874.0,239.0,1874.0,177.0,1921.0,177.0,903.0,751.0,888.0,495.0,1024.0,487.0,1039.0,743.0,810.0,935.0,713.0,859.0,774.0,783.0,870.0,859.0,,,,,,,,
80,3200.0,1485.0,380.0,841.0,252.0,916.0,-124.0,1560.0,3.0,740.0,638.0,513.0,552.0,555.0,440.0,782.0,525.0,556.0,1081.0,224.0,1081.0,224.0,1033.0,556.0,1033.0,1027.0,739.0,1003.0,485.0,1132.0,473.0,1156.0,727.0,727.0,783.0,604.0,715.0,671.0,595.0,794.0,663.0,1921.0,239.0,1870.0,239.0,1870.0,175.0,1921.0,175.0,903.0,751.0,888.0,495.0,1024.0,487.0,1039.0,743.0,860.0,893.0,726.0,893.0,726.0,802.0,860.0,802.0,,,,,,,,
81,3240.0,1485.0,380.0,841.0,252.0,916.0,-125.0,1561.0,3.0,731.0,639.0,518.0,534.0,572.0,424.0,785.0,529.0,560.0,1081.0,230.0,1081.0,230.0,1033.0,560.0,1033.0,1028.0,739.0,1003.0,485.0,1133.0,472.0,1158.0,726.0,729.0,781.0,599.0,711.0,664.0,591.0,794.0,661.0,1921.0,239.0,1870.0,239.0,1870.0,175.0,1921.0,175.0,903.0,750.0,889.0,494.0,1025.0,486.0,1039.0,742.0,789.0,927.0,718.0,856.0,785.0,788.0,857.0,860.0,,,,,,,,
82,3280.0000000000005,1488.0,378.0,844.0,248.0,920.0,-126.0,1564.0,3.0,735.0,636.0,520.0,532.0,571.0,425.0,787.0,528.0,560.0,1081.0,230.0,1081.0,230.0,1032.0,560.0,1032.0,1030.0,739.0,1005.0,484.0,1135.0,471.0,1161.0,726.0,731.0,781.0,600.0,711.0,666.0,589.0,796.0,659.0,1921.0,241.0,1872.0,241.0,1872.0,177.0,1921.0,177.0,905.0,750.0,891.0,493.0,1028.0,486.0,1041.0,742.0,740.0,902.0,720.0,814.0,849.0,785.0,868.0,873.0,,,,,,,,
83,3320.0000000000005,1489.0,380.0,844.0,251.0,920.0,-125.0,1564.0,3.0,743.0,635.0,516.0,547.0,559.0,434.0,786.0,522.0,561.0,1081.0,229.0,1081.0,229.0,1030.0,561.0,1030.0,1031.0,738.0,1007.0,484.0,1138.0,472.0,1162.0,726.0,730.0,781.0,601.0,711.0,667.0,588.0,796.0,658.0,1921.0,242.0,1871.0,242.0,1871.0,181.0,1921.0,181.0,907.0,750.0,889.0,494.0,1025.0,484.0,1043.0,740.0,862.0,887.0,745.0,882.0,749.0,798.0,866.0,804.0,,,,,,,,
84,3360.0,1489.0,381.0,846.0,249.0,923.0,-127.0,1566.0,3.0,703.0,748.0,473.0,663.0,558.0,431.0,789.0,516.0,561.0,1081.0,229.0,1081.0,229.0,1030.0,561.0,1030.0,1031.0,738.0,1007.0,484.0,1138.0,471.0,1162.0,726.0,734.0,780.0,601.0,714.0,664.0,588.0,797.0,654.0,1921.0,261.0,1867.0,261.0,1867.0,182.0,1921.0,182.0,907.0,749.0,891.0,493.0,1027.0,485.0,1043.0,741.0,787.0,896.0,740.0,869.0,785.0,789.0,832.0,816.0,,,,,,,,
85,3400.0,1489.0,381.0,846.0,248.0,924.0,-129.0,1567.0,3.0,707.0,746.0,474.0,665.0,556.0,432.0,789.0,514.0,567.0,1081.0,234.0,1081.0,234.0,1030.0,567.0,1030.0,1033.0,738.0,1009.0,484.0,1138.0,471.0,1162.0,726.0,733.0,779.0,602.0,710.0,667.0,587.0,798.0,657.0,1921.0,246.0,1872.0,246.0,1872.0,184.0,1921.0,184.0,908.0,749.0,892.0,493.0,1028.0,484.0,1045.0,740.0,815.0,887.0,751.0,871.0,770.0,792.0,835.0,808.0,,,,,,,,
86,3440.0,1489.0,381.0,847.0,245.0,926.0,-131.0,1568.0,4.0,678.0,749.0,465.0,642.0,579.0,414.0,793.0,521.0,567.0,1081.0,231.0,1081.0,231.0,1029.0,567.0,1029.0,1033.0,737.0,1009.0,482.0,1140.0,470.0,1164.0,725.0,735.0,778.0,603.0,710.0,667.0,585.0,800.0,653.0,1921.0,245.0,1872.0,245.0,1872.0,184.0,1921.0,184.0,908.0,748.0,894.0,491.0,1030.0,484.0,1045.0,740.0,831.0,918.0,741.0,847.0,788.0,786.0,879.0,858.0,,,,,,,,
87,3480.0,1491.0,381.0,849.0,245.0,929.0,-130.0,1571.0,4.0,710.0,745.0,478.0,662.0,560.0,430.0,793.0,512.0,571.0,1081.0,231.0,1081.0,231.0,1029.0,571.0,1029.0,1040.0,737.0,1012.0,482.0,1140.0,468.0,1168.0,724.0,733.0,780.0,605.0,707.0,675.0,585.0,803.0,657.0,1921.0,245.0,1872.0,245.0,1872.0,184.0,1921.0,184.0,913.0,749.0,894.0,492.0,1034.0,482.0,1053.0,738.0,831.0,921.0,744.0,849.0,796.0,787.0,883.0,859.0,,,,,,,,
88,3520.0,1493.0,381.0,851.0,247.0,930.0,-129.0,1571.0,4.0,684.0,748.0,470.0,641.0,584.0,412.0,798.0,519.0,578.0,1081.0,231.0,1081.0,231.0,1028.0,578.0,1028.0,1039.0,736.0,1015.0,481.0,1146.0,469.0,1169.0,724.0,737.0,778.0,608.0,708.0,676.0,583.0,805.0,654.0,1921.0,245.0,1872.0,245.0,1872.0,185.0,1921.0,185.0,915.0,746.0,900.0,490.0,1036.0,482.0,1051.0,738.0,838.0,921.0,744.0,849.0,795.0,783.0,888.0,856.0,,,,,,,,
89,3560.0,1494.0,380.0,853.0,244.0,933.0,-130.0,1573.0,4.0,716.0,743.0,484.0,660.0,567.0,429.0,799.0,512.0,584.0,1081.0,216.0,1081.0,216.0,1028.0,584.0,1028.0,1046.0,737.0,1015.0,481.0,1143.0,466.0,1173.0,722.0,743.0,778.0,610.0,707.0,676.0,584.0,808.0,654.0,1921.0,260.0,1874.0,260.0,1874.0,185.0,1921.0,185.0,917.0,746.0,903.0,490.0,1052.0,481.0,1067.0,738.0,873.0,895.0,774.0,891.0,777.0,794.0,877.0,798.0,,,,,,,,
90,3600.0,1493.0,384.0,855.0,248.0,935.0,-130.0,1574.0,4.0,719.0,745.0,487.0,662.0,569.0,431.0,801.0,513.0,593.0,1081.0,215.0,1081.0,215.0,1030.0,593.0,1030.0,1048.0,739.0,1018.0,483.0,1144.0,469.0,1174.0,724.0,748.0,778.0,614.0,711.0,676.0,588.0,810.0,655.0,1921.0,246.0,1877.0,246.0,1877.0,188.0,1921.0,188.0,920.0,748.0,905.0,492.0,1050.0,484.0,1065.0,740.0,877.0,895.0,776.0,888.0,782.0,796.0,883.0,802.0,1869.0,115.0,1837.0,115.0,1837.0,79.0,1869.0,79.0
91,3640.0,1493.0,388.0,857.0,251.0,939.0,-130.0,1576.0,6.0,721.0,749.0,488.0,666.0,571.0,435.0,803.0,517.0,592.0,1081.0,220.0,1081.0,220.0,1033.0,592.0,1033.0,1046.0,741.0,1021.0,487.0,1148.0,475.0,1173.0,728.0,749.0,781.0,617.0,711.0,681.0,590.0,813.0,660.0,1921.0,280.0,1872.0,280.0,1872.0,186.0,1921.0,186.0,923.0,752.0,907.0,497.0,1041.0,489.0,1057.0,743.0,877.0,896.0,775.0,883.0,786.0,797.0,888.0,810.0,1869.0,117.0,1837.0,117.0,1837.0,81.0,1869.0,81.0
92,3680.0,1484.0,398.0,856.0,254.0,945.0,-133.0,1573.0,9.0,722.0,758.0,492.0,677.0,574.0,446.0,804.0,528.0,596.0,1080.0,253.0,1080.0,253.0,1042.0,596.0,1042.0,1044.0,748.0,1019.0,498.0,1146.0,485.0,1170.0,736.0,749.0,790.0,620.0,722.0,683.0,601.0,813.0,669.0,1921.0,304.0,1866.0,304.0,1866.0,192.0,1921.0,192.0,922.0,760.0,906.0,507.0,1041.0,499.0,1057.0,751.0,877.0,905.0,772.0,883.0,783.0,833.0,887.0,856.0,1865.0,119.0,1833.0,119.0,1833.0,86.0,1865.0,86.0
93,3720.0,1479.0,409.0,851.0,270.0,939.0,-126.0,1566.0,11.0,720.0,769.0,491.0,687.0,573.0,458.0,802.0,540.0,525.0,1080.0,337.0,1080.0,337.0,1053.0,525.0,1053.0,1040.0,758.0,1015.0,509.0,1141.0,497.0,1166.0,746.0,749.0,801.0,620.0,733.0,683.0,612.0,812.0,680.0,1921.0,313.0,1859.0,313.0,1859.0,179.0,1921.0,179.0,921.0,770.0,903.0,518.0,1035.0,509.0,1053.0,761.0,876.0,917.0,768.0,894.0,786.0,812.0,894.0,835.0,1859.0,123.0,1827.0,123.0,1827.0,90.0,1859.0,90.0
94,3760.0000000000005,1468.0,424.0,846.0,286.0,935.0,-114.0,1557.0,23.0,718.0,784.0,490.0,703.0,571.0,476.0,799.0,557.0,,,,,,,,,1035.0,773.0,1009.0,525.0,1134.0,512.0,1161.0,759.0,747.0,815.0,620.0,749.0,681.0,630.0,809.0,695.0,1922.0,306.0,1852.0,306.0,1852.0,184.0,1922.0,184.0,917.0,785.0,899.0,536.0,1031.0,526.0,1049.0,775.0,776.0,919.0,773.0,872.0,861.0,865.0,864.0,912.0,1852.0,127.0,1819.0,127.0,1819.0,92.0,1852.0,92.0
95,3800.0000000000005,1456.0,441.0,841.0,294.0,937.0,-107.0,1552.0,38.0,743.0,727.0,517.0,648.0,569.0,501.0,795.0,580.0,621.0,770.0,533.0,714.0,572.0,653.0,660.0,709.0,1032.0,790.0,1003.0,546.0,1126.0,531.0,1155.0,775.0,747.0,832.0,620.0,768.0,681.0,649.0,808.0,714.0,893.0,1090.0,624.0,1090.0,624.0,837.0,893.0,837.0,915.0,802.0,895.0,557.0,1024.0,546.0,1043.0,792.0,877.0,941.0,771.0,934.0,775.0,879.0,881.0,887.0,1922.0,348.0,1844.0,348.0,1844.0,197.0,1922.0,197.0
